0.0	795.3	317.9	863.0	831.2	241.8	728.0999999999999	693.1	180.8	512.5999999999999	572.7	243.6	176.5	355.6	414.09999999999997	746.2	234.9	404.7	249.2	436.59999999999997	243.5	287.4	602.9	283.0	186.0	672.2	728.3	280.0	826.3	466.2	428.6	649.6	326.1	195.2	264.6	483.09999999999997	414.2	215.1	509.6	195.7	462.8	523.3	763.9	363.59999999999997	257.1	294.2	226.3	375.6	321.5	728.6999999999999	269.1	424.9	390.7	279.4	297.9	517.5	60.5	757.2	414.4	564.2	320.9	326.4	506.6	237.9	124.3	269.4	227.8	325.0	404.5	562.8	293.6	720.1	330.2	373.5	479.5	424.4	533.5	626.8	521.8	471.1	518.1	517.9	410.7	408.9	414.5	282.8	675.8	706.3	956.0	1125.2	626.7	709.9	652.6999999999999	1018.2	503.1	511.8	577.5	697.1
827.4	0.0	947.9	269.7	318.3	689.0999999999999	277.5	580.0	742.0999999999999	363.9	469.8	695.8	707.5	611.2	437.8	134.5	657.1	856.9	924.5	506.4	638.6999999999999	555.0	982.3	735.2	730.5999999999999	870.8	637.5	981.1	562.6	734.3	895.9	755.6	899.5999999999999	928.7	782.2	872.9	941.8999999999999	762.1	1033.8	930.8	670.7	698.0	619.2	478.8	585.3	746.4	830.7	981.1999999999999	507.3	637.0	661.8	872.0999999999999	467.6	980.5	554.8	345.8	820.0999999999999	145.5	941.6999999999999	298.8	507.9	927.4	826.9	978.2	836.4	662.0999999999999	832.2	913.8	1045.6	362.9	745.8	633.4	572.0	982.8	818.8	872.5999999999999	732.1	994.0999999999999	787.5999999999999	958.3	792.1999999999999	792.0	1068.5	1064.3999999999999	941.5999999999999	981.4	919.9	696.1	774.5	591.8	870.8	1080.1999999999998	915.4	693.7	801.4	1162.0	821.6	1106.1
229.29999999999998	868.1999999999999	0.0	928.9	897.0999999999999	250.0	813.0999999999999	759.0	189.0	619.0	679.1	251.79999999999998	282.1	421.5	487.0	812.0999999999999	397.3	412.9	48.6	502.5	349.1	393.8	650.5	291.2	194.2	680.3999999999999	794.2	445.5	892.2	474.4	451.9	657.8	373.7	236.4	193.2	530.6999999999999	461.8	380.6	557.2	294.9	471.0	542.6	772.0999999999999	470.0	363.5	302.4	139.7	423.2	394.4	794.6	352.5	433.1	456.6	444.9	404.3	583.4	215.9	823.0999999999999	462.0	630.1	393.8	374.0	514.8	285.5	144.1	352.79999999999995	138.2	372.6	387.1	645.7	301.8	786.0	436.6	421.1	487.7	432.6	541.6999999999999	674.3999999999999	530.0	518.7	526.3	526.1	458.3	456.5	462.1	289.1	684.0	714.5	964.1999999999999	1225.1999999999998	634.9	757.5	660.9	1084.1	668.6	559.4	585.7	744.7
865.2	291.9	985.7	0.0	68.6	726.8999999999999	314.4	595.9	779.8999999999999	401.7	526.6	733.5999999999999	745.3	627.0999999999999	475.6	135.8	713.9	894.7	962.3	522.3	676.4999999999999	592.8	991.3	773.0	768.3999999999999	886.7	653.4	1037.8999999999999	578.5	750.2	933.7	723.9	937.3999999999999	966.5	820.0	888.8	957.7999999999998	818.9	1012.9	987.5999999999999	686.5999999999999	713.9	635.1	516.6	623.0999999999999	784.1999999999999	868.5	1018.9999999999999	545.1	652.9	699.5999999999999	888.0	496.5	1037.3	592.6	361.7	857.8999999999999	142.2	957.5999999999999	314.7	545.7	965.2	842.8	1016.0	874.2	699.8999999999999	870.0	951.5999999999999	1083.3999999999999	400.7	783.5999999999999	649.3	609.8	1020.5999999999999	834.7	888.5	748.0	981.0	803.4999999999999	974.2	808.0999999999999	807.9	1084.3999999999999	1082.2	957.4999999999999	1019.2	907.8	664.4	708.3	435.9	886.7	1000.4	931.3	502.7	858.2	1054.4	837.5	987.6
867.4	323.7	982.7	58.4	0.0	723.9	346.2	581.2	776.9	433.5	558.4	730.6	775.9	612.4	506.2	167.6	745.7	891.7	959.3	507.6	708.3	624.6	960.0	770.0	765.4	872.0	638.7	1069.6999999999998	563.8	735.5	930.7	692.6	934.4	963.5	817.0	874.1	943.0999999999999	850.7	981.6	1019.4	671.9	699.2	620.4	548.4	654.9	771.2	865.5	1016.0	575.7	638.2	721.0	873.3	481.8	1069.1	623.2	347.0	860.1	174.0	942.9	300.0	576.3	962.2	828.1	1013.0	871.2	721.3	867.0	948.6	1080.4	432.5	770.6	634.6	641.6	1017.5999999999999	820.0	873.8	733.3	949.7	788.8	959.5	793.4	793.2	1069.7	1067.5	942.8	1016.2	876.5	633.1	677.0	415.5	872.0	969.1	916.6	471.4	890.0	1023.1	822.8	956.3
199.7	640.0999999999999	315.0	700.8	669.0	0.0	585.0	530.9	109.2	410.2	580.6999999999999	62.9	252.5	193.4	258.9	584.0	434.6	185.6	291.6	274.4	304.7	309.3	482.6	63.9	97.7	437.79999999999995	566.1	479.7	664.1	247.1	224.6	415.2	228.3	295.8	149.3	373.2	425.79999999999995	414.79999999999995	534.1	354.3	228.4	300.0	529.5	365.79999999999995	319.3	75.1	197.8	309.9	166.29999999999998	566.5	158.1	205.8	228.5	479.09999999999997	302.0	355.3	192.4	595.0	425.99999999999994	402.0	165.7	256.1	287.5	345.3	203.5	158.4	199.3	242.5	374.3	417.6	74.5	557.9	353.4	311.5	260.4	205.3	299.1	494.4	302.7	409.09999999999997	299.0	298.8	518.1	393.09999999999997	426.09999999999997	348.5	456.7	471.9	721.6	997.1	407.6	587.0	433.6	856.0	702.8	619.2	358.4	623.8
737.7	260.7	863.0	351.1	399.7	604.1999999999999	0.0	569.4	657.1999999999999	268.0	348.1	610.9	622.5999999999999	538.0	352.9	215.9	605.5	772.0	839.5999999999999	422.3	542.8	459.09999999999997	909.0999999999999	650.3	645.6999999999999	806.9	626.9	929.5	552.0	661.1	811.0	745.0	814.7	842.5	697.3	799.6999999999999	868.6999999999999	710.5	960.5999999999999	869.2	597.5	624.8	608.6	382.9	489.4	661.5	745.8	896.3	422.4	626.4	576.9	792.2	382.7	928.9	463.9	305.1	735.2	226.9	868.4999999999999	296.8	423.0	842.5	753.7	884.3	751.5	577.1999999999999	747.3	828.9	960.6999999999999	278.0	660.9	622.8	476.09999999999997	897.9	745.6	791.7	668.2	920.9	714.4	885.1	719.0	718.8	995.3	979.4999999999999	868.4	896.5	862.1	685.5	763.9	673.2	813.0	1007.0	853.5999999999999	683.1	749.8	1088.8	763.8	1050.3
743.8	569.4	859.1	583.9	552.1	567.9	523.7	0.0	653.3	591.7	689.4	607.0	738.8	483.2	571.4	467.1	876.7	689.1	835.7	480.6	695.3	699.9	663.0	544.2	641.8	441.6	106.3	1023.8	176.5	415.0	728.1	243.8	705.1	839.9	693.4	553.6	622.5999999999999	920.9	714.5	898.4	351.4	343.6	257.7	690.8	709.9	544.1	741.9	758.6999999999999	556.9	106.69999999999999	640.7	552.8	529.7	1023.1999999999999	692.6	456.8	736.5	478.1	622.4	409.8	556.3	742.6	507.6	827.9999999999999	747.6	641.0	743.4	688.0	853.6	560.2	543.5	98.1	712.4	748.3	499.5	553.3	353.9	654.5	462.5	639.0	472.9	472.7	749.2	747.0	622.3	892.6	443.5	200.1	449.8	677.3	442.2	651.6	486.8	536.2	1021.0	798.2	445.8	738.6
124.2	716.4	237.6	777.1	745.3	98.2	661.3	607.2	0.0	486.5	574.0	100.0	177.0	269.7	335.2	660.3	359.1	261.1	216.1	350.7	244.0	288.7	558.1	139.4	42.4	528.5999999999999	642.4	404.2	740.4	322.6	300.1	506.0	303.8	220.3	121.0	448.7	446.1	339.3	541.5	278.8	319.2	390.8	620.3	364.9	258.4	150.6	122.3	385.4	242.6	642.8	200.7	281.3	304.8	403.59999999999997	299.2	431.6	116.9	671.3	446.3	478.3	242.0	331.6	363.0	269.8	128.0	201.0	123.8	318.0	371.4	493.9	150.0	634.2	331.5	387.0	335.9	280.8	389.9	569.9	378.2	484.59999999999997	374.5	374.3	442.6	440.8	446.4	273.0	532.2	562.7	812.4	1073.4	483.1	662.5	509.1	932.3	627.3	543.7	433.9	699.3
509.6	330.3	682.2	420.7	468.2	433.19999999999993	256.6	622.9	486.19999999999993	0.0	300.3	439.9	397.6	365.6	156.4	285.5	445.7	601.0	658.8	247.3	314.7	231.0	736.6999999999999	479.29999999999995	474.69999999999993	634.5	658.1	725.4	606.4	488.7	640.0	611.9	643.6999999999999	614.4	526.3	627.3	696.3	515.4	788.1999999999999	641.1	425.1	452.4	663.0	154.8	261.3	490.5	565.0	725.3	251.4	658.5	405.9	621.1999999999999	207.7	724.8	235.8	175.5	510.2	296.5	696.0999999999999	222.2	252.0	671.5	581.3	656.2	564.9	406.2	566.5	657.9	789.6999999999999	134.3	489.9	649.9	248.0	726.8999999999999	573.1999999999999	620.6999999999999	495.79999999999995	748.5	542.0	712.6999999999999	546.6	546.4	822.9	808.4999999999999	696.0	701.0999999999999	689.6999999999999	668.5999999999999	818.3	742.8	640.6	834.5999999999999	681.1999999999999	737.5	792.3	916.4	591.4	877.9
590.6	446.7	763.2	536.9	557.2	601.8	356.3	697.1	600.5	298.2	0.0	608.5	478.6	545.0	335.8	401.9	456.7	769.6	739.8	426.7	395.7	327.7	916.0999999999999	647.9	605.7	813.9	754.6	806.4	679.7	668.1	808.6	791.3	812.3	695.4	684.3	806.6999999999999	875.6999999999999	561.7	967.5999999999999	722.1	604.5	631.8	736.3	264.2	346.7	659.1	646.0	874.9	420.0	754.1	574.5	789.8	387.1	805.8	327.1	410.0	591.2	412.9	875.4999999999999	433.6	420.6	825.7	760.7	737.2	645.9	574.8	647.5	824.3	895.0999999999999	332.0	658.5	750.5	285.8	872.8	752.5999999999999	789.3	675.2	927.9	721.4	892.0999999999999	726.0	725.8	910.0	908.2	875.4	782.1	869.0999999999999	813.1999999999999	891.6	859.2	820.0	1014.0	860.5999999999999	810.8	724.7	1011.1	770.8	1057.3
